ID,Year,Award,Producer,Product,State,WID,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
2,2024,🏆 Winner,Champlain Orchards,Larrabee,Vermont,188,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547,43.856854,-73.353028
3,2024,🏆 Winner,Eden Ice Cider Company,Farm Study: Belle de Boskoop,Vermont,255,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
4,2024,🏆 Winner,Eden Ice Cider Company,Northern Spy Barrel-Aged Ice Cider,Vermont,255,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
5,2024,🏆 Winner,Eden Ice Cider Company,Wild Kingdom,Vermont,255,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108,44.935976,-72.209246
6,2024,🏆 Winner,Farmstead,Chokecherry Cider,Wyoming,909,https://farmsteadwyo.com/,https://www.facebook.com/farmsteadcider,https://www.instagram.com/farmsteadcider/,https://maps.google.com/?cid=17159845861173496600,,,https://untappd.com/w/farmstead-cider/430386,43.4201872,-110.7769249
7,2024,🏆 Winner,Gowan’s Heirloom Cider,1876 Heirloom Cider,California,303,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,https://maps.google.com/?cid=14585432541984297394,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818,39.0869042,-123.4751758
8,2024,🏆 Winner,Gowan’s Heirloom Cider,Sierra Beauty Cider,California,303,http://www.gowansheirloomcider.com/,https://www.facebook.com/gowanscider/,https://www.instagram.com/gowanscider/,https://maps.google.com/?cid=14585432541984297394,https://www.yelp.com/biz/gowan-s-cider-philo,https://www.tripadvisor.com/Attraction_Review-g32878-d23631277,https://untappd.com/w/gowans-hard-cider/200818,39.0869042,-123.4751758
9,2024,🏆 Winner,Heartland Ciderworks,The Avalon,Oregon,2076,,https://www.facebook.com/HeartlandCiderworks,https://www.instagram.com/heartland_ciderworks/,,,,https://untappd.com/HeartlandCiderworks,44.9264472,-123.2292953
10,2024,🏆 Winner,Liberty Ciderworks,Gravenstein,Washington,387,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
11,2024,🏆 Winner,Liberty Ciderworks,Virginia Crab,Washington,387,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336,47.655356,-117.418438
12,2024,🏆 Winner,Mount Diablo Cider Company,Sparkling Delta Gold,California,1908,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,,,https://untappd.com/w/mount-diablo-cider-company/527606,37.9025575,-122.0944769
13,2024,🏆 Winner,Ragged Hill Cider Company,Wickson SV Pét-Nat,Massachusetts,497,https://www.raggedhillcider.com/,https://www.facebook.com/RaggedHillCider/,https://www.instagram.com/raggedhillcider/,https://maps.google.com/?cid=12743756096350248911,https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield,https://www.tripadvisor.com/Attraction_Review-g41900-d13976564,https://untappd.com/w/ragged-hill-cider-company/339946,42.269444,-72.168979
14,2024,🏆 Winner,Seek No Further Cider,Roxbury Russet,Ohio,1817,https://www.seeknofurthercider.com/,https://www.facebook.com/seeknofurthercidery,https://www.instagram.com/seeknofurthercidery/,https://maps.google.com/?cid=4713802987366690958,https://www.yelp.com/biz/seek-no-further-cidery-granville,https://www.tripadvisor.ie/Attraction_Review-g50390-d23985887,https://untappd.com/w/seek-no-further/500402,40.0670945,-82.5194091
