competition_id,year,url,file,kind,fetched_at,http_status,bytes,sha256,content_type,note
nordic-international-cider-awards,2022,https://drive.usercontent.google.com/download?id=1x-bQ9aAse21CyLXa_8TKgtyTD6p_362G&export=download,data/source/web/nordic-international-cider-awards/2022/full-results-pdf.pdf,pdf,2026-09-13T20:12:29Z,200,188677,ad6677a6f777dbcc4e25e71209b0ec098faea40c4b1568918a2eac7d40d03ff5,application/octet-stream,"NICA 2022 full results PDF (6 pages, all medals by category) linked from siderlandet.no/en/nica-results/ (Google Drive file 1x-bQ9aAse21CyLXa_8TKgtyTD6p_362G)"
nordic-international-cider-awards,2022,https://www.siderlandet.no/en/nica-results/,data/source/web/nordic-international-cider-awards/2022/results.html,official,2026-09-13T20:12:26Z,200,79917,4ee50c676d2084ee9e67e02af9f9006f5e41e950572b947640f23a3867807fd7,text/html,NICA 2022 Bergen results page on organiser Siderlandet/HANEN site: category winners + link to full results PDF on Google Drive
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Acid_Dominat_Ranking_01.pdf,data/source/web/nordic-international-cider-awards/2023/acid-dominant-pdf.pdf,pdf,2026-09-13T20:07:53Z,200,3797101,9660ff22879951454511af114f1e7407828743792aec574b3ed58cf69855f45d,application/pdf,NICA 2023 category ranking PDF (Acid_Dominat_Ranking_01)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Flavoured_Ciders_Ranking_04.pdf,data/source/web/nordic-international-cider-awards/2023/flavoured-pdf.pdf,pdf,2026-09-13T20:08:00Z,200,1618412,60f68aa474b355dfcd3bd5f9008d29ec48583cdcb55d984c7f08b4a3672b3edf,application/pdf,NICA 2023 category ranking PDF (Flavoured_Ciders_Ranking_04)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Fruit_Wines_Perries_Ranking_08.pdf,data/source/web/nordic-international-cider-awards/2023/fruit-wines-perries-pdf.pdf,pdf,2026-09-13T20:08:09Z,200,1012633,fdf5e0a868647d7e0a586bb84f7304543ae536324c5b66e936273dea423f9086,application/pdf,NICA 2023 category ranking PDF (Fruit_Wines_Perries_Ranking_08)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Ice_ciders_Ranking_07.pdf,data/source/web/nordic-international-cider-awards/2023/ice-cider-pdf.pdf,pdf,2026-09-13T20:08:07Z,200,1022528,0c5efa24c89717cd667b745a62bc4df7e7f686db9afa0876f6ebd84929d0a405,application/pdf,NICA 2023 category ranking PDF (Ice_ciders_Ranking_07)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Natursider_Ranking_05.pdf,data/source/web/nordic-international-cider-awards/2023/natursider-pdf.pdf,pdf,2026-09-13T20:08:02Z,200,897895,e23c2ba4149bca2bb82d2fc5b78545304aa163ff13108040c21031e94c0047f5,application/pdf,NICA 2023 category ranking PDF (Natursider_Ranking_05)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Open_class_Ranking_09.pdf,data/source/web/nordic-international-cider-awards/2023/open-class-pdf.pdf,pdf,2026-09-13T20:08:11Z,200,1090370,81c91524c5ed4c9f2e1d4032f5041a6b4e662bfff43e8bbffdf60d061e47e27e,application/pdf,NICA 2023 category ranking PDF (Open_class_Ranking_09)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Pet_nat_Ranking_06.pdf,data/source/web/nordic-international-cider-awards/2023/pet-nat-pdf.pdf,pdf,2026-09-13T20:08:05Z,200,1536377,c68ac1158f723fd1eeab84efecc2efea85884dba23c904319495b59d7f86a462,application/pdf,NICA 2023 category ranking PDF (Pet_nat_Ranking_06)
nordic-international-cider-awards,2023,https://www.celotajs.lv/en/conf/NICA/results,data/source/web/nordic-international-cider-awards/2023/results.html,official,2026-09-13T20:07:51Z,200,17499,804123f96cffa3b6be5cc45cb17efe90ff24b1a8996f4b0cb74c4c11788c8c86,text/html,"NICA 2023 Riga results index page (celotajs.lv), links 9 category ranking PDFs"
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Tanin_Dominat_Ranking_02.pdf,data/source/web/nordic-international-cider-awards/2023/tannin-dominant-pdf.pdf,pdf,2026-09-13T20:07:56Z,200,1052942,f44240e2856a90d3a3804c6e2ff77574ccc4df025c68182ff745c743ba9d44d4,application/pdf,NICA 2023 category ranking PDF (Tanin_Dominat_Ranking_02)
nordic-international-cider-awards,2023,https://www.celotajs.lv/g/www/cms/c00911/Wood_or_Barrel-aged_Ranking_03.pdf,data/source/web/nordic-international-cider-awards/2023/wood-barrel-aged-pdf.pdf,pdf,2026-09-13T20:07:58Z,200,829908,61ad72b296c6e20b643868e566f8493c421718d9ae4c92e8512d3b71548d82fa,application/pdf,NICA 2023 category ranking PDF (Wood_or_Barrel-aged_Ranking_03)
