Year,Category,Medalist,Product,Award,Status,Region,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
2019,Flavoured Cider,Hawkes,Doom & Bloom,🥈 Silver,Active,England,"<a href=""https://wearehawkes.com/"">Website</a>","<a href=""https://www.facebook.com/wearehawkes/"">Facebook</a>","<a href=""https://www.instagram.com/hawkescidertap/"">Instagram</a>",,,
2019,Flavoured Cider,Sigelsberg Cider,Sigelsberg Cider Cierna Ribezla,🥈 Silver,Inactive,Slovakia,,,,,,
2019,Flavoured Cider,Saxby's Cider,Saxby's Rhubarb Cider,🥈 Silver,Active,England,"<a href=""https://www.saxbyscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/SaxbysCider/"">Facebook</a>","<a href=""https://www.instagram.com/saxbys_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3023063857963922852"">Google</a>",,
2019,Flavoured Cider,Stonewell Cider,Rós,🥈 Silver,Active,Ireland,"<a href=""https://www.stonewellcider.com/"">Website</a>","<a href=""https://www.facebook.com/stonewellcider"">Facebook</a>","<a href=""https://www.instagram.com/stonewellcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6638378960827420170"">Google</a>",,
2019,Flavoured Cider,Abavas,Abavas Minka,🥉 Bronze,Active,Latvia,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>"
2019,Flavoured Cider,Angry Orchard,Angry Orchard Knotty Pear,🥉 Bronze,Active,United States,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>"
2019,Flavoured Cider,Aston Manor Cider,Kingstone Press Wild Berry,🥉 Bronze,Active,England,"<a href=""https://www.astonmanor.co.uk/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=8328306569280299730"">Google</a>",,
2019,Flavoured Cider,BlakStoc,Wild Tree Hoppy Cider,🥉 Bronze,Active,Austria,"<a href=""http://www.blakstoc.com/"">Website</a>","<a href=""https://www.facebook.com/blakstoc/"">Facebook</a>","<a href=""https://www.instagram.com/blakstoc/"">Instagram</a>",,,
2019,Flavoured Cider,Celtic Marches,Toffy Dora,🥉 Bronze,Active,England,"<a href=""https://www.celticmarches.com/"">Website</a>","<a href=""https://www.facebook.com/celticmarchesbeverages/"">Facebook</a>","<a href=""https://www.instagram.com/celticmarches/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14163451376835523124"">Google</a>",,
2019,Flavoured Cider,Celtic Marches,Wild Berries,🥉 Bronze,Active,England,"<a href=""https://www.celticmarches.com/"">Website</a>","<a href=""https://www.facebook.com/celticmarchesbeverages/"">Facebook</a>","<a href=""https://www.instagram.com/celticmarches/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14163451376835523124"">Google</a>",,
2019,Flavoured Cider,Oldfields Cider,Berry,🥉 Bronze,Active,England,"<a href=""https://www.oldfieldscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/oldfieldscidershop"">Facebook</a>","<a href=""https://www.instagram.com/oldfieldscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12366118442495260876"">Google</a>",,
2019,Flavoured Cider,Loxtonia Cider,Loxtonia Cider African Sundowner Baobab Flavoured Apple Cider,🥉 Bronze,Active,South Africa,"<a href=""https://loxtonia.co.za/"">Website</a>","<a href=""https://www.facebook.com/loxtoniacider/"">Facebook</a>","<a href=""https://www.instagram.com/loxtonia_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10388854018344349799"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1594772-d19042987"">TripAdvisor</a>"
2019,Flavoured Cider,Lyme Bay Winery,Ammonite Series with Hops,🥉 Bronze,Inactive,England,,,,,,
2019,Flavoured Cider,Lyme Bay Winery,Ammonite Series with Sour Cherry,🥉 Bronze,Inactive,England,,,,,,
2019,Flavoured Cider,Mac Ivors Cider,Mac Ivors Plum & Ginger Cider,🥉 Bronze,Active,Northern Ireland,"<a href=""https://macivors.com/"">Website</a>","<a href=""https://www.facebook.com/macivorsciderco"">Facebook</a>","<a href=""https://www.instagram.com/macivorscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11494220960590509719"">Google</a>",,
2019,Flavoured Cider,Marks & Spencer,Berry Cider,🥉 Bronze,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Flavoured Cider,Marks & Spencer,Christmas Cider,🥉 Bronze,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Flavoured Cider,Marks & Spencer,Cornish Cloudy Farmhouse Cider with Sicilian Lemon,🥉 Bronze,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Flavoured Cider,Marks & Spencer,Devon Farmhouse Cider with Elderflower Infusion,🥉 Bronze,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Flavoured Cider,Marks & Spencer,Kentish Pip Katy Apple & Rhubarb Cider,🥉 Bronze,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Flavoured Cider,Cider Magnetic Apple,Cider Magnetic Apple Chmelený,🥉 Bronze,Active,Czechia,"<a href=""http://magneticapple.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderma"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1709461893430543805"">Google</a>",,
2019,Flavoured Cider,Reverend Nat's Hard Cider,Reverend Nat’s Revival Hard Apple,🥉 Bronze,Inactive,United States,,,,,,
2019,Flavoured Cider,Reverend Nat's Hard Cider,Reverend Nat’s Sacrilege Sour Cherry,🥉 Bronze,Inactive,United States,,,,,,
2019,Flavoured Cider,Saxby's Cider,Saxby's Plum Cider,🥉 Bronze,Active,England,"<a href=""https://www.saxbyscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/SaxbysCider/"">Facebook</a>","<a href=""https://www.instagram.com/saxbys_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3023063857963922852"">Google</a>",,
2019,Flavoured Cider,Sheppy's Cider,Sheppy's Cider with Raspberry,🥉 Bronze,Active,England,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>"
2019,Flavoured Cider,Tempted Cider,Tempted Strawberry Cider,🥉 Bronze,Active,Northern Ireland,"<a href=""https://www.temptedcider.com/"">Website</a>","<a href=""https://www.facebook.com/temptedcider/"">Facebook</a>","<a href=""https://www.instagram.com/temptedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4479314919661417093"">Google</a>",,
2019,Flavoured Cider,Peacock Cider,Peacock Mango & Lime,🥉 Bronze,Active,England,"<a href=""https://www.peacockcider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/PeacockCiderUK/"">Facebook</a>","<a href=""https://www.instagram.com/peacockcider/"">Instagram</a>",,,
2019,Flavoured Cider,Sidra El Gaitero,El Gaitero Red Grape Spanish Cider,🥉 Bronze,Active,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>"
2019,Flavoured Cider,Waitrose,Waitrose Elderflower Cider,🥉 Bronze,Active,England,"<a href=""https://www.waitrose.com/"">Website</a>","<a href=""https://www.facebook.com/waitrose"">Facebook</a>","<a href=""https://www.instagram.com/waitrose/"">Instagram</a>",,,
2019,Flavoured Cider,Westons Cider,Mortimer's Orchard English Berry,🥉 Bronze,Active,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>"
2019,Flavoured Cider,Westons Cider,Rosie's Pig Raspberry Cloudy Cider with Cucumber,🥉 Bronze,Active,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>"
2019,Ice Cider,Zapiain,Bizi-Goxo 2015,🏆 Trophy,Active,Spain,"<a href=""https://zapiain.eus/"">Website</a>","<a href=""https://www.facebook.com/zapiainsagardoa"">Facebook</a>","<a href=""https://www.instagram.com/zapiainsagardoa/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16982677267877188990"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g1064182-d3806229"">TripAdvisor</a>"
2019,Ice Cider,Sidra El Gaitero,1898,🥈 Silver,Active,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>"
2019,Ice Cider,Angry Orchard,Angry Orchard Iceman,🥉 Bronze,Active,United States,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>"
2019,Ice Cider,Domaine Pinnacle,Domaine Pinnacle,🥉 Bronze,Active,Canada,"<a href=""https://domainepinnacle.ca/"">Website</a>","<a href=""https://www.facebook.com/cidredomainepinnacle"">Facebook</a>","<a href=""https://www.instagram.com/domainepinnacle/"">Instagram</a>",,"<a href=""https://www.yelp.com/biz/domaine-pinnacle-frelighsburg"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1927400-d7208483"">TripAdvisor</a>"
2019,Ice Cider,Cidrerie Verger Hemmingford,Neige Premiere,🥉 Bronze,Inactive,Canada,,,,,,
2019,Low and No Alcohol Cider,Nikka Cidre,Nikka Cidre Rose,🥈 Silver,Active,Japan,"<a href=""https://www.asahibeer.co.jp/cidre/"">Website</a>",,,,,
2019,Low and No Alcohol Cider,Sassy,Sassy Cidre Rosé,🥈 Silver,Active,France,"<a href=""https://www.maison-sassy.com/"">Website</a>","<a href=""https://www.facebook.com/maisonsassy"">Facebook</a>","<a href=""https://www.instagram.com/maisonsassy"">Instagram</a>",,,
2019,Low and No Alcohol Cider,Marks & Spencer,Breton Cidre,🥈 Silver,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Low and No Alcohol Cider,Marks & Spencer,Herefordshire Low Alcohol Cider 0.5%,🥈 Silver,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Low and No Alcohol Cider,Marks & Spencer,Laid Back Cider,🥈 Silver,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,Low and No Alcohol Cider,Les Celliers Associés,Galipette 0%,🥉 Bronze,Active,France,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>","<a href=""https://www.instagram.com/lca_coop_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,
2019,Low and No Alcohol Cider,Sheppy's Cider,Sheppy's Low Alcohol Classic Cider,🥉 Bronze,Active,England,"<a href=""https://www.sheppyscider.com/"">Website</a>","<a href=""https://www.facebook.com/sheppyscider/"">Facebook</a>","<a href=""https://www.instagram.com/sheppyscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14572513592829460886"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190730-d6870973"">TripAdvisor</a>"
2019,Low and No Alcohol Cider,Waitrose,Waitrose Low Alcohol Cider,🥉 Bronze,Active,England,"<a href=""https://www.waitrose.com/"">Website</a>","<a href=""https://www.facebook.com/waitrose"">Facebook</a>","<a href=""https://www.instagram.com/waitrose/"">Instagram</a>",,,
2019,Low and No Alcohol Cider,Westons Cider,Stowford Press Low Alcohol Cider,🥉 Bronze,Active,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>"
2019,Naturally Sparkling Cider,Cidre Le Brun,Cidre Le Brun AOP Cornouaille,🥈 Silver,Active,France,"<a href=""https://cidrelebrun.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrelebrun"">Instagram</a>","<a href=""https://maps.google.com/?cid=5387381455239409930"">Google</a>",,
2019,Naturally Sparkling Cider,Écusson,Ecusson Bio 100 Ans,🥈 Silver,Active,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,
2019,Naturally Sparkling Cider,Écusson,Ecusson Rose Le Délicieux,🥈 Silver,Active,France,"<a href=""https://www.cidre-ecusson.com/"">Website</a>","<a href=""https://www.facebook.com/CidreEcusson/"">Facebook</a>","<a href=""https://www.instagram.com/cidreecusson/"">Instagram</a>",,,
2019,Naturally Sparkling Cider,La Mordue,La Mordue Original,🥈 Silver,Active,France,"<a href=""https://www.lamordue.fr/"">Website</a>","<a href=""https://www.facebook.com/ciderlamordue/"">Facebook</a>","<a href=""https://www.instagram.com/ciderlamordue/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12531232480419391978"">Google</a>",,
2019,Naturally Sparkling Cider,Sidra El Gaitero,El Gaitero Etiqueta Negra,🥈 Silver,Active,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>"
2019,Naturally Sparkling Cider,Sidra El Gaitero,Pomarina,🥈 Silver,Active,Spain,"<a href=""https://www.sidraelgaitero.com/"">Website</a>","<a href=""https://www.facebook.com/grupoelgaitero"">Facebook</a>","<a href=""https://www.instagram.com/grupoelgaitero/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15753532318992345137"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d3239389"">TripAdvisor</a>"
2019,Naturally Sparkling Cider,Loïc Raison,Loic Raison Brut Intense,🥉 Bronze,Active,France,"<a href=""https://www.loicraison.fr/"">Website</a>","<a href=""https://www.facebook.com/CidreLoicRaison/"">Facebook</a>","<a href=""https://www.instagram.com/loicraison/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15768587504697904757"">Google</a>",,
2019,Naturally Sparkling Cider,Loïc Raison,Loic Raison Degustation,🥉 Bronze,Active,France,"<a href=""https://www.loicraison.fr/"">Website</a>","<a href=""https://www.facebook.com/CidreLoicRaison/"">Facebook</a>","<a href=""https://www.instagram.com/loicraison/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15768587504697904757"">Google</a>",,
2019,Naturally Sparkling Cider,Loïc Raison,Loic Raison Doux Fruité,🥉 Bronze,Active,France,"<a href=""https://www.loicraison.fr/"">Website</a>","<a href=""https://www.facebook.com/CidreLoicRaison/"">Facebook</a>","<a href=""https://www.instagram.com/loicraison/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15768587504697904757"">Google</a>",,
2019,Naturally Sparkling Cider,Loïc Raison,Loic Raison Traditionnel,🥉 Bronze,Active,France,"<a href=""https://www.loicraison.fr/"">Website</a>","<a href=""https://www.facebook.com/CidreLoicRaison/"">Facebook</a>","<a href=""https://www.instagram.com/loicraison/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15768587504697904757"">Google</a>",,
2019,Naturally Sparkling Cider,Chalkdown Cider,Chalkdown Cider,🥉 Bronze,Active,England,"<a href=""https://www.chalkdowncider.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100067114172045"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7857527085025336297"">Google</a>",,
2019,Naturally Sparkling Cider,Hawkes,Traditional Method,🥉 Bronze,Active,England,"<a href=""https://wearehawkes.com/"">Website</a>","<a href=""https://www.facebook.com/wearehawkes/"">Facebook</a>","<a href=""https://www.instagram.com/hawkescidertap/"">Instagram</a>",,,
2019,Naturally Sparkling Cider,Ladislav Sorcik,Silver Cider,🥉 Bronze,Inactive,Czechia,,,,,,
2019,Naturally Sparkling Cider,Les Celliers Associés,Mont Saint Michel Doux,🥉 Bronze,Active,France,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>","<a href=""https://www.instagram.com/lca_coop_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,
2019,New World Style Cider,Sxollie,Sxollie Pink Lady Cider,🏆 Supreme Champion,Active,England,"<a href=""https://sxollie.com/"">Website</a>","<a href=""https://www.facebook.com/sxollie/"">Facebook</a>","<a href=""https://www.instagram.com/sxolliexider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10777151726289454626"">Google</a>",,
2019,New World Style Cider,A-Factory Aomori Cidre,Aomori Cidre Sparkling Dry,🥇 Gold,Active,Japan,"<a href=""https://afactory-abc.com/cidre/"">Website</a>",,"<a href=""https://www.instagram.com/af_yoshinocho.cidrefactory/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2400746234436166085"">Google</a>",,
2019,New World Style Cider,A-Factory Aomori Cidre,Aomori Cidre Sparkling Standard,🥇 Gold,Active,Japan,"<a href=""https://afactory-abc.com/cidre/"">Website</a>",,"<a href=""https://www.instagram.com/af_yoshinocho.cidrefactory/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2400746234436166085"">Google</a>",,
2019,New World Style Cider,Eva Group,The Good Cider of San Sebastian Dry Apple,🥇 Gold,Active,Spain,"<a href=""https://www.evasa.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=546948451257487120"">Google</a>",,
2019,New World Style Cider,Fein | Wein & Obst,Braeburn Cider,🥇 Gold,Active,Austria,"<a href=""https://www.weinobstfein.at/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=11931224194322779205"">Google</a>",,
2019,New World Style Cider,Oldfields Cider,Applefresco,🥇 Gold,Active,England,"<a href=""https://www.oldfieldscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/oldfieldscidershop"">Facebook</a>","<a href=""https://www.instagram.com/oldfieldscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12366118442495260876"">Google</a>",,
2019,New World Style Cider,A-Factory Aomori Cidre,Aomori Cidre Sparkling Sweet,🥈 Silver,Active,Japan,"<a href=""https://afactory-abc.com/cidre/"">Website</a>",,"<a href=""https://www.instagram.com/af_yoshinocho.cidrefactory/"">Instagram</a>","<a href=""https://maps.google.com/?cid=2400746234436166085"">Google</a>",,
2019,New World Style Cider,Abavas,Abavas Apple Cider Premium Brut,🥈 Silver,Active,Latvia,"<a href=""https://www.abavas.lv/"">Website</a>","<a href=""https://www.facebook.com/abavas.vinadaritava/"">Facebook</a>","<a href=""https://www.instagram.com/abavas_vini/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11387034393378720853"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608944-d23945082"">TripAdvisor</a>"
2019,New World Style Cider,Angry Orchard,Angry Orchard Crisp Apple,🥈 Silver,Active,United States,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>"
2019,New World Style Cider,Angry Orchard,Angry Orchard Green Apple,🥈 Silver,Active,United States,"<a href=""https://www.angryorchard.com/"">Website</a>","<a href=""https://www.facebook.com/AngryOrchard/"">Facebook</a>","<a href=""https://www.instagram.com/angryorchard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17467507983407382578"">Google</a>","<a href=""https://www.yelp.com/biz/angry-orchard-walden-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48788-d10266026"">TripAdvisor</a>"
2019,New World Style Cider,Curious Brewery,Curious Apple,🥈 Silver,Active,England,"<a href=""https://curiousbrewery.com/"">Website</a>","<a href=""https://www.facebook.com/CuriousBrewery/"">Facebook</a>","<a href=""https://www.instagram.com/curiousbrewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7077008771870705738"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190759-d17434194"">TripAdvisor</a>"
2019,New World Style Cider,Dudda's Tun Cider,Disco,🥈 Silver,Active,England,"<a href=""https://duddastuncider.com/"">Website</a>","<a href=""https://www.facebook.com/duddastuncider/"">Facebook</a>","<a href=""https://www.instagram.com/duddastuncider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14013683904909502876"">Google</a>",,
2019,New World Style Cider,Dudda's Tun Cider,Greenhorn,🥈 Silver,Active,England,"<a href=""https://duddastuncider.com/"">Website</a>","<a href=""https://www.facebook.com/duddastuncider/"">Facebook</a>","<a href=""https://www.instagram.com/duddastuncider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14013683904909502876"">Google</a>",,
2019,New World Style Cider,Hawkes,Soul Trader,🥈 Silver,Active,England,"<a href=""https://wearehawkes.com/"">Website</a>","<a href=""https://www.facebook.com/wearehawkes/"">Facebook</a>","<a href=""https://www.instagram.com/hawkescidertap/"">Instagram</a>",,,
2019,New World Style Cider,Kelterei Heil,Cooper's Original Cider,🥈 Silver,Active,Germany,"<a href=""https://kelterei-heil.de/"">Website</a>","<a href=""https://www.facebook.com/keltereiheil/"">Facebook</a>","<a href=""https://www.instagram.com/keltereiheil"">Instagram</a>","<a href=""https://maps.google.com/?cid=18431477139160593371"">Google</a>",,
2019,New World Style Cider,Kiezbaum,Kiezbaum Cider Apple,🥈 Silver,Active,Germany,"<a href=""https://www.kiezbaum.de/"">Website</a>","<a href=""https://www.facebook.com/kiezbaum"">Facebook</a>","<a href=""https://www.instagram.com/kiezbaum"">Instagram</a>",,,
2019,New World Style Cider,Kilmegan Cider,Kilmegan Real Cider,🥈 Silver,Active,Northern Ireland,"<a href=""https://kilmegancider.com/"">Website</a>","<a href=""https://www.facebook.com/kilmegancider/"">Facebook</a>","<a href=""https://www.instagram.com/kilmegancider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3112578667047542739"">Google</a>",,
2019,New World Style Cider,Oldfields Cider,Medium Dry,🥈 Silver,Active,England,"<a href=""https://www.oldfieldscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/oldfieldscidershop"">Facebook</a>","<a href=""https://www.instagram.com/oldfieldscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12366118442495260876"">Google</a>",,
2019,New World Style Cider,Loxtonia Cider,Loxtonia Cider Crispy Apple,🥈 Silver,Active,South Africa,"<a href=""https://loxtonia.co.za/"">Website</a>","<a href=""https://www.facebook.com/loxtoniacider/"">Facebook</a>","<a href=""https://www.instagram.com/loxtonia_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10388854018344349799"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1594772-d19042987"">TripAdvisor</a>"
2019,New World Style Cider,Loxtonia Cider,Loxtonia Cider Sparkling Apple Cider,🥈 Silver,Active,South Africa,"<a href=""https://loxtonia.co.za/"">Website</a>","<a href=""https://www.facebook.com/loxtoniacider/"">Facebook</a>","<a href=""https://www.instagram.com/loxtonia_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10388854018344349799"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1594772-d19042987"">TripAdvisor</a>"
2019,New World Style Cider,Mac Ivors Cider,Mac Ivors Medium Cider,🥈 Silver,Active,Northern Ireland,"<a href=""https://macivors.com/"">Website</a>","<a href=""https://www.facebook.com/macivorsciderco"">Facebook</a>","<a href=""https://www.instagram.com/macivorscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11494220960590509719"">Google</a>",,
2019,New World Style Cider,Marks & Spencer,Cornish Cloudy Farmhouse Cider,🥈 Silver,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,New World Style Cider,Marks & Spencer,Kentish Pip Bramley Apple & Pear Cider,🥈 Silver,Active,England,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,
2019,New World Style Cider,Sigelsberg Cider,Sigelsberg Cider Polosladky,🥈 Silver,Inactive,Slovakia,,,,,,
