competition_id,year,url,file,kind,fetched_at,http_status,bytes,sha256,content_type,note
glintcap,2005,https://michiganciders.com/awards/2005-commercial-results/,data/source/web/glintcap/2005/commercial.html,official,2026-09-13T20:00:13Z,200,49748,b57635d27df2e5cd08ab4305790b2e55369113591d0d09a177a920c0b27c9709,text/html,"GLINTCAP 2005 commercial results, Michigan Cider Association site (current official host)"
glintcap,2005,https://web.archive.org/web/20160221090744/http://glintcap.org/results/noncommercial/year/2005-glows/,data/source/web/glintcap/2005/noncommercial.html,wayback,2026-09-13T20:00:56Z,200,30435,89d4864688e5480e2b4744c55192dd39c3821bc8b093c1ff92e002c84e530537,text/html,"GLOWS 2005 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2006,https://michiganciders.com/awards/2006-commercial-results/,data/source/web/glintcap/2006/commercial.html,official,2026-09-13T20:00:15Z,200,51142,0a402cad6946a4fa324e25b91a98e64f4e2f4a9617e88238806ea85e5858a537,text/html,"GLINTCAP 2006 commercial results, Michigan Cider Association site (current official host)"
glintcap,2006,https://web.archive.org/web/20160221090749/http://glintcap.org/results/noncommercial/year/2006-glows/,data/source/web/glintcap/2006/noncommercial.html,wayback,2026-09-13T20:00:57Z,200,31504,3ec9e26946e4be2d7afa2859539772de95d28180586f7dbce76b2e1994e1570e,text/html,"GLOWS 2006 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2007,https://michiganciders.com/awards/2007-commercial-results/,data/source/web/glintcap/2007/commercial.html,official,2026-09-13T20:00:15Z,200,49883,3dbafd725b424657d492a10b7816747134d3f3809336e3af57ad459ca39e8ac6,text/html,"GLINTCAP 2007 commercial results, Michigan Cider Association site (current official host)"
glintcap,2007,https://web.archive.org/web/20160221090754/http://glintcap.org/results/noncommercial/year/2007-glows/,data/source/web/glintcap/2007/noncommercial.html,wayback,2026-09-13T20:00:58Z,200,32774,6531b3a7fa88fea618cd51b4c5a19659775028abbf8df212afa15ab42267485a,text/html,"GLOWS 2007 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2008,https://michiganciders.com/awards/2008-commercial-results/,data/source/web/glintcap/2008/commercial.html,official,2026-09-13T20:00:15Z,200,51047,81b161ac23d7007b5ffc12a0e3d9e4e2e90610614fe5f3c6e30cbd80bd46717d,text/html,"GLINTCAP 2008 commercial results, Michigan Cider Association site (current official host)"
glintcap,2008,https://web.archive.org/web/20160221090759/http://glintcap.org/results/noncommercial/year/2008-glintcap/,data/source/web/glintcap/2008/noncommercial.html,wayback,2026-09-13T20:00:59Z,200,31901,368b9c3131568eee1728b280448592f0a935d8f0e7334541b706e61479307490,text/html,"GLINTCAP 2008 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2009,https://michiganciders.com/awards/2009-commercial-results/,data/source/web/glintcap/2009/commercial.html,official,2026-09-13T20:00:16Z,200,52248,31b70906ecc00786051af48c64bc9af31e3e9fe6f2fa0af3c9611123826c2755,text/html,"GLINTCAP 2009 commercial results, Michigan Cider Association site (current official host)"
glintcap,2009,https://web.archive.org/web/20160221090804/http://glintcap.org/results/noncommercial/year/2009-glintcap/,data/source/web/glintcap/2009/noncommercial.html,wayback,2026-09-13T20:01:00Z,200,31854,ab663f6cfd73108978a30c05c2b6b73a06417e99c8b842e6aeb7ceca7835a182,text/html,"GLINTCAP 2009 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2011,https://michiganciders.com/awards/2011-commercial-results/,data/source/web/glintcap/2011/commercial.html,official,2026-09-13T20:00:19Z,200,58207,93e8f63a60941ca89503573a5347ce9c5383ebc21b4bf29cf2a42c4d28b3dc89,text/html,"GLINTCAP 2011 commercial results, Michigan Cider Association site (current official host)"
glintcap,2011,https://web.archive.org/web/20160221090809/http://glintcap.org/results/noncommercial/year/2011-glintcap/,data/source/web/glintcap/2011/noncommercial.html,wayback,2026-09-13T20:01:00Z,200,32653,9aa72f9c802780c94c4f864e380ccb9e3d712ce1b474902277744a4cbee54e6c,text/html,"GLINTCAP 2011 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2012,https://michiganciders.com/awards/2012-commercial-results/,data/source/web/glintcap/2012/commercial.html,official,2026-09-13T20:00:19Z,200,63818,66fa8f35d56cfa8a76f1853be232b950d51b85d2f56546da3844be6104be6862,text/html,"GLINTCAP 2012 commercial results, Michigan Cider Association site (current official host)"
glintcap,2012,https://web.archive.org/web/20160221090815/http://glintcap.org/results/noncommercial/year/2012-glintcap/,data/source/web/glintcap/2012/noncommercial.html,wayback,2026-09-13T20:01:01Z,200,33655,b341c0037798fed0bbfd47f1faeabce351d9b23c2cbfab9b9497d2d7f3871820,text/html,"GLINTCAP 2012 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2013,https://michiganciders.com/awards/2013-commercial-results/,data/source/web/glintcap/2013/commercial.html,official,2026-09-13T20:00:21Z,200,63439,3a7a75cbdc895c0a847fad715bdbd303a64ce7ee93bb704e7171936901001cef,text/html,"GLINTCAP 2013 commercial results, Michigan Cider Association site (current official host)"
glintcap,2013,https://web.archive.org/web/20160221090820/http://glintcap.org/results/noncommercial/year/2013-glintcap/,data/source/web/glintcap/2013/noncommercial.html,wayback,2026-09-13T20:01:02Z,200,32639,11fc71756000b1a95ab19403b79148e468725a876d687825ea929f11fa138c2e,text/html,"GLINTCAP 2013 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2014,https://michiganciders.com/awards/2014-commercial-results/,data/source/web/glintcap/2014/commercial.html,official,2026-09-13T20:00:22Z,200,67003,744aff2e35ba764a4e3e9be356b15b102ca86bb797c69dffe5178dd0d5d05d91,text/html,"GLINTCAP 2014 commercial results, Michigan Cider Association site (current official host)"
glintcap,2014,https://web.archive.org/web/20160221090825/http://glintcap.org/results/noncommercial/year/2014-glintcap/,data/source/web/glintcap/2014/noncommercial.html,wayback,2026-09-13T20:01:03Z,200,34035,65cb5a61e34774af4d9515310a279b35cee4e2d2f2bc6f81bedf64bba97d6928,text/html,"GLINTCAP 2014 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2015,https://michiganciders.com/awards/2015-commercial-results/,data/source/web/glintcap/2015/commercial.html,official,2026-09-13T20:00:22Z,200,73348,f3bcc3212f2d540464dee9d3fa94a5246cdd3ae1b9a00b33801a39d17016474a,text/html,"GLINTCAP 2015 commercial results, Michigan Cider Association site (current official host)"
glintcap,2015,https://web.archive.org/web/20160221090830/http://glintcap.org/results/noncommercial/year/2015-glintcap/,data/source/web/glintcap/2015/noncommercial.html,wayback,2026-09-13T20:01:04Z,200,34982,b0e34d16c5ce123fc01a239217c752d342bdf017969e818d662d10f73fab59f8,text/html,"GLINTCAP 2015 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-02-21"
glintcap,2016,https://michiganciders.com/awards/2016-commercial-results/,data/source/web/glintcap/2016/commercial.html,official,2026-09-13T20:00:22Z,200,83633,77e9604f5448668ccbf9084fabffbc7ef36c1c6cdad2c8d77181cc21fd77d1d4,text/html,"GLINTCAP 2016 commercial results, Michigan Cider Association site (current official host)"
glintcap,2016,https://web.archive.org/web/20160502133458/http://glintcap.org/results/noncommercial/year/2016-glintcap/,data/source/web/glintcap/2016/noncommercial.html,wayback,2026-09-13T20:01:05Z,200,37158,e132295bac4bd288065c48f411e02af0ecbee6de9ffa8acd7f8c11f05b215ec6,text/html,"GLINTCAP 2016 noncommercial results, glintcap.org archive page (site gone), Wayback 2016-05-02"
glintcap,2017,https://michiganciders.com/awards/2017-commercial-results/,data/source/web/glintcap/2017/commercial.html,official,2026-09-13T20:00:23Z,200,91970,8dbb5e1f4d3f336f6a9b5a085a20e14b7cfc5494e89663a81aac6d32b2447d25,text/html,"GLINTCAP 2017 commercial results, Michigan Cider Association site (current official host)"
glintcap,2017,https://web.archive.org/web/20170502124224/http://glintcap.org/results/noncommercial/year/2017-noncommercial-results/,data/source/web/glintcap/2017/noncommercial.html,wayback,2026-09-13T20:01:05Z,200,30694,bf7f9e7e73211d9e7fe5881c8c8808d968d578b8243a3c1c7713f2d58cb278a0,text/html,"GLINTCAP 2017 noncommercial results, glintcap.org (site gone), Wayback 2017-05-02"
glintcap,2018,https://michiganciders.com/awards/2018-commercial-results/,data/source/web/glintcap/2018/commercial.html,official,2026-09-13T20:00:23Z,200,103282,ef58adee57c5b4dfcfccb95d129bb5d01eb67d116221bf23b9529d096e163ddd,text/html,"GLINTCAP 2018 commercial results, Michigan Cider Association site (current official host)"
glintcap,2018,https://web.archive.org/web/20180831024618/http://glintcap.org/results/noncommercial/year/2018-noncommercial-results/,data/source/web/glintcap/2018/noncommercial.html,wayback,2026-09-13T20:01:06Z,200,52373,ab208e8ac4e7f7010a9ebca2b69238203acfd8d0dd15879db064813ea7ab7996,text/html,"GLINTCAP 2018 noncommercial results, glintcap.org (site gone), Wayback 2018-08-31"
glintcap,2019,https://michiganciders.com/awards/2019-commercial-results/,data/source/web/glintcap/2019/commercial.html,official,2026-09-13T20:00:24Z,200,111603,ee9203c6fc4e76282247cf6bc03a40e1a397fc715c119fba4f1fe84c446f1b87,text/html,"GLINTCAP 2019 commercial results, Michigan Cider Association site (current official host)"
glintcap,2019,https://web.archive.org/web/20190821102959/https://glintcap.org/results/noncommercial/year/2019-noncommercial-results/,data/source/web/glintcap/2019/noncommercial.html,wayback,2026-09-13T20:01:07Z,200,39476,bc193bd20b6f8b6c3f187852218c7b22278ccfb7d52cfbb41bdbd0c99de8ade9,text/html,"GLINTCAP 2019 noncommercial results, glintcap.org (site gone), Wayback 2019-08-21"
glintcap,2021,https://michiganciders.com/awards/2021-commercial-results/,data/source/web/glintcap/2021/commercial.html,official,2026-09-13T20:00:24Z,200,114896,74d28d7ffb7695d0243eb6ccea20a43758991decdcd458e36358c120c72a5528,text/html,"GLINTCAP 2021 commercial results, Michigan Cider Association site (current official host)"
glintcap,2021,https://michiganciders.com/awards/2021-noncommercial-results/,data/source/web/glintcap/2021/noncommercial.html,official,2026-09-13T20:00:43Z,200,63957,0f6eb1ef521e151af9786b168782b6caf11a2107808507cef57d0025c688d744,text/html,"GLINTCAP 2021 noncommercial results, Michigan Cider Association site"
glintcap,2022,https://michiganciders.com/awards/2022-commercial-results/,data/source/web/glintcap/2022/commercial.html,official,2026-09-13T20:00:25Z,200,111868,56751aadbdefe53401d9393cb2dfd728965655874903ec4445bdc0620d0aeba7,text/html,"GLINTCAP 2022 commercial results, Michigan Cider Association site (current official host)"
glintcap,2022,https://michiganciders.com/awards/2022-noncommercial-results/,data/source/web/glintcap/2022/noncommercial.html,official,2026-09-13T20:00:44Z,200,65031,db63b7dfbff871bb46a923cfa54c446179877c3e08a4d08ef5906548bf1d5d14,text/html,"GLINTCAP 2022 noncommercial results, Michigan Cider Association site"
glintcap,2023,https://michiganciders.com/awards/2023-commercial-results/,data/source/web/glintcap/2023/commercial.html,official,2026-09-13T20:00:25Z,200,118488,381a2e9290ec48d06dfacb59bcb31a888d39b6d3fd9199ffb4013a0186a91a15,text/html,"GLINTCAP 2023 commercial results, Michigan Cider Association site (current official host)"
glintcap,2023,https://michiganciders.com/awards/2023-noncommercial-results/,data/source/web/glintcap/2023/noncommercial.html,official,2026-09-13T20:00:44Z,200,63417,3c8a0afc22d6b231ddf8db8037c94166845bb20471bb598c82fbafd8fee27855,text/html,"GLINTCAP 2023 noncommercial results, Michigan Cider Association site"
glintcap,2024,https://michiganciders.com/glintcap-2024-commercial-results/,data/source/web/glintcap/2024/commercial.html,official,2026-09-13T20:00:25Z,200,109623,dc43dbd19af3784ef1e6a481ebaca557a81fcc1495d6d3538afe1c2698199efd,text/html,"GLINTCAP 2024 commercial results, Michigan Cider Association site"
glintcap,2024,https://michiganciders.com/glintcap-2024-non-commercial-results/,data/source/web/glintcap/2024/noncommercial.html,official,2026-09-13T20:00:45Z,200,60704,3f8a02c31a52d68e607a16a2af8e4a071033327b85284a1b038441d94ba61a80,text/html,"GLINTCAP 2024 noncommercial results, Michigan Cider Association site"
glintcap,2025,https://michiganciders.com/1640-2/,data/source/web/glintcap/2025/commercial.html,official,2026-09-13T20:00:26Z,200,99917,70abce87e3e758604f42b7bbc343d315414886e24359a1595f41bc265e1ac7c8,text/html,"GLINTCAP 2025 commercial results, Michigan Cider Association site (URL from config/competition_years.csv)"
glintcap,2025,https://michiganciders.com/glintcap-2025-non-commercial-results/,data/source/web/glintcap/2025/noncommercial.html,official,2026-09-13T20:00:45Z,200,57786,d827539d3cc90d631b03b8612be6458837e181ed98bc9f5d59b58c1f7de7de88,text/html,"GLINTCAP 2025 noncommercial results, Michigan Cider Association site"
glintcap,2026,https://michiganciders.com/glintcap-2026-commercial-results/,data/source/web/glintcap/2026/commercial.html,official,2026-09-11T23:29:52Z,200,115933,40ffc8fced7b95dec68632b65db30590bf7deca2b8ebd83419ba870d9b32297a,text/html,captured in an earlier session (2026-09-11); URL taken from the page's canonical link
